GLI Code,Country,UOM Macro,Incoterm,EU001 OC,DS OC
67731465_C,Brazil,FGCD1445,FCA,USD,BRL
67731465_C,Argentina,FGCD1445,FCA,USD,ARS
67733138_C,Colombia,FGCD1445,FCA,USD,COP
67733623_C,Brazil,FGCD1445,DAP,USD,BRL
67733623_C,Brazil,FGCD1445,DAP,USD,BRL
67733623_C,Colombia,FGCD1445,CPT,USD,COP
67733675_C,Brazil,FGCD1445,DAP,USD,BRL
67739508_C,Brazil,FGCD1445,FCA,USD,BRL
67751602_C,Brazil,FGCD1445,DAP,USD,BRL
67754244_C,Brazil,FGCD1445,FCA,USD,BRL
67754244_C,Brazil,FGCD1445,FCA,USD,BRL
67754245_C,Brazil,FGCD1445,FCA,USD,BRL
67754245_C,Brazil,FGCD1445,FCA,USD,BRL
67761_C,Brazil,FGCD1445,FCA,USD,BRL
67770576_C,Brazil,FGCD1445,FCA,USD,BRL
67773287_C,Brazil,FGCD1445,DAP,USD,BRL
67775448_C,Colombia,FGCD1445,DAP,USD,COP
67777494_C,Brazil,FGCD1445,FCA,USD,BRL
67777494_C,Brazil,FGCD1445,DAP,USD,BRL
67777494_C,Brazil,FGCD1445,FCA,USD,BRL
67777494_C,Brazil,FGCD1445,DAP,USD,BRL
67777578_C,Brazil,FGCD1445,FCA,USD,BRL
67777578_C,Brazil,FGCD1445,DAP,USD,BRL
67777578_C,Brazil,FGCD1445,FCA,USD,BRL
67779973_C,Brazil,FGCD1445,DAP,USD,BRL
67779973_C,Brazil,FGCD1445,DAP,USD,BRL
67783871_C,Mexico,FGCD1445,DAP,USD,MXN
67783871_C,Colombia,FGCD1445,FCA,USD,COP
67783871_C,Colombia,FGCD1445,DAP,USD,COP
67787479_C,Brazil,FGCD1445,DAP,USD,BRL
67787756_C,Brazil,FGCD1445,FCA,USD,BRL
67790372_C,Brazil,FGCD1445,DAP,USD,BRL
67790375_C,Brazil,FGCD1445,DAP,USD,BRL
67790376_C,Brazil,FGCD1445,DAP,USD,BRL
67791002_C,Chile,FGCD1445,DAP,CLP,EUR
67791076_C,Brazil,FGCD1445,DAP,USD,BRL
67794137_C,Brazil,FGCD1445,FCA,USD,BRL
67799384_C,Brazil,FGCD1445,DAP,EUR,BRL
67799384_C,Brazil,FGCD1445,DAP,USD,BRL
67799384_C,Brazil,FGCD1445,DAP,EUR,BRL
67799384_C,Brazil,FGCD1445,DAP,USD,BRL
67799384_C,Colombia,FGCD1445,DAP,USD,COP
67799385_C,Brazil,FGCD1445,DAP,USD,BRL
67799385_C,Brazil,FGCD1445,DAP,EUR,BRL
67799385_C,Brazil,FGCD1445,DAP,USD,BRL
67799385_C,Colombia,FGCD1445,DAP,USD,COP
67802786_C,Colombia,FGCD1445,DAP,USD,COP
67804184_C,Brazil,FGCD1445,DAP,USD,BRL
67806598_C,Brazil,FGCD1445,FCA,USD,BRL
67806603_C,Mexico,FGCD1445,DAP,USD,MXN
67812391_C,Colombia,FGCD1445,DAP,USD,COP
67812421_C,Colombia,FGCD1445,FCA,USD,COP
67812658_C,Brazil,FGCD1445,DAP,USD,BRL
67818466_C,Ecuador,FGCD1445,DAP,MXN,USD
67820655_C,Brazil,FGCD1445,FCA,USD,BRL
67826166_C,Brazil,FGCD1445,DAP,EUR,BRL
67826166_C,Brazil,FGCD1445,DAP,USD,BRL
67826199_C,Brazil,FGCD1445,FCA,USD,BRL
67827393_C,Brazil,FGCD1445,FCA,USD,BRL
67827393_C,Brazil,FGCD1445,FCA,USD,BRL
67829777_C,Brazil,FGCD1445,FCA,USD,BRL
67829777_C,Brazil,FGCD1445,FCA,USD,BRL
67829777_C,Colombia,FGCD1445,FCA,USD,COP
67829777_C,Colombia,FGCD1445,DAP,USD,COP
67830679_C,Mexico,FGCD1445,FCA,MXN,USD
67833787_C,Brazil,FGCD1445,FCA,USD,BRL
67843167_C,Brazil,FGCD1445,DAP,USD,BRL
67843167_C,Brazil,FGCD1445,DAP,USD,BRL
67843171_C,Brazil,FGCD1445,FCA,USD,BRL
67843171_C,Brazil,FGCD1445,FCA,USD,BRL
67843458_C,Brazil,FGCD1445,FCA,USD,BRL
67845253_C,Brazil,FGCD1445,FCA,USD,BRL
67845255_C,Brazil,FGCD1445,FCA,USD,BRL
67845256_C,Brazil,FGCD1445,FCA,USD,BRL
67849667_C,Brazil,FGCD1445,FCA,USD,BRL
67851091_C,Brazil,FGCD1445,FCA,USD,BRL
67851121_C,Brazil,FGCD1445,FCA,USD,BRL
67851178_C,Brazil,FGCD1445,FCA,EUR,BRL
67851178_C,Brazil,FGCD1445,FCA,USD,BRL
67851178_C,Brazil,FGCD1445,DAP,USD,BRL
67854765_C,Brazil,FGCD1445,FCA,USD,BRL
67861295_C,Brazil,FGCD1445,FCA,USD,BRL
67861427_C,Brazil,FGCD1445,FCA,USD,BRL
67861522_C,Brazil,FGCD1445,FCA,USD,BRL
67862684_C,Colombia,FGCD1445,DAP,USD,COP
67862684_C,Colombia,FGCD1445,DAP,USD,COP
67867485_C,Colombia,FGCD1445,DAP,USD,COP
67867488_C,Colombia,FGCD1445,DAP,USD,COP
67867489_C,Colombia,FGCD1445,DAP,USD,COP
67869127_C,Argentina,FGCD1445,DAP,ARS,USD
67869960_C,Brazil,FGCD1445,FCA,USD,BRL
67872642_C,Colombia,FGCD1445,DAP,USD,COP
67872709_C,Brazil,FGCD1445,FCA,USD,BRL
67875502_C,Colombia,FGCD1445,FCA,USD,COP
67878435_C,Brazil,FGCD1445,FCA,USD,BRL
67879663_C,Brazil,FGCD1445,FCA,USD,BRL
67879664_C,Brazil,FGCD1445,FCA,USD,BRL
67883145_C,Colombia,FGCD1445,FCA,USD,COP
67884304_C,Brazil,FGCD1445,FCA,USD,BRL
67884312_C,Brazil,FGCD1445,FCA,EUR,BRL
67885206_C,Colombia,FGCD1445,FCA,USD,COP
67885206_C,Colombia,FGCD1445,DAP,USD,COP
67885211_C,Colombia,FGCD1445,FCA,USD,COP
67885211_C,Colombia,FGCD1445,DAP,USD,COP
67885212_C,Colombia,FGCD1445,FCA,USD,COP
67885212_C,Colombia,FGCD1445,DAP,USD,COP
67885343_C,Brazil,FGCD1445,FCA,USD,BRL
67885343_C,Brazil,FGCD1445,DAP,USD,BRL
67885350_C,Brazil,FGCD1445,FCA,USD,BRL
67885351_C,Brazil,FGCD1445,FCA,USD,BRL
67885360_C,Colombia,FGCD1445,FCA,USD,COP
67885360_C,Colombia,FGCD1445,DAP,USD,COP
67885678_C,Brazil,FGCD1445,FCA,USD,BRL
67887106_C,Brazil,FGCD1445,FCA,USD,BRL
67887110_C,Brazil,FGCD1445,FCA,USD,BRL
67887203_C,Brazil,FGCD1445,FCA,USD,BRL
67887203_C,Brazil,FGCD1445,DAP,USD,BRL
67887204_C,Brazil,FGCD1445,FCA,USD,BRL
67887210_C,Brazil,FGCD1445,FCA,USD,BRL
67887210_C,Brazil,FGCD1445,DAP,USD,BRL
67890078_C,Brazil,FGCD1445,FCA,USD,BRL
67898038_C,Colombia,FGCD1445,CPT,USD,COP
67898038_C,Colombia,FGCD1445,DAP,USD,COP
67899548_C,Brazil,FGCD1445,DAP,EUR,BRL
67899548_C,Brazil,FGCD1445,DAP,EUR,BRL
67899588_C,Brazil,FGCD1445,FCA,USD,BRL
67902970_C,Brazil,FGCD1445,FCA,USD,BRL
67903028_C,Brazil,FGCD1445,FCA,USD,BRL
67903028_C,Brazil,FGCD1445,DAP,USD,BRL
67913483_C,Chile,FGCD1445,FCA,EUR,CLP
67913483_C,Chile,FGCD1445,FCA,EUR,CLP
67917654_C,Brazil,FGCD1445,FCA,USD,BRL
67920612_C,Brazil,FGCD1445,DAP,EUR,BRL
67920612_C,Brazil,FGCD1445,DAP,USD,BRL
67925001_C,Colombia,FGCD1445,DAP,USD,COP
67925320_C,Colombia,FGCD1445,DAP,USD,COP
67934002_C,Argentina,FGCD1445,FCA,USD,ARS
67943538_C,Colombia,FGCD1445,FCA,USD,COP
67953566_C,Colombia,FGCD1445,DAP,USD,COP
67961569_C,Colombia,FGCD1445,DAP,USD,COP
67966943_C,Colombia,FGCD1445,CPT,USD,COP
67966943_C,Colombia,FGCD1445,CPT,USD,COP
67966945_C,Colombia,FGCD1445,CPT,USD,COP
67966945_C,Colombia,FGCD1445,FCA,USD,COP
67968109_C,Colombia,FGCD1445,CPT,USD,COP
67968109_C,Colombia,FGCD1445,DAP,USD,COP
67972090_C,Colombia,FGCD1445,CPT,USD,COP
67981993_C,Colombia,FGCD1445,FCA,USD,COP
67981993_C,Colombia,FGCD1445,DAP,USD,COP
67987984_C,Colombia,FGCD1445,CPT,USD,COP
67987984_C,Colombia,FGCD1445,FCA,USD,COP
67987984_C,Colombia,FGCD1445,CPT,USD,COP
67987984_C,Colombia,FGCD1445,DAP,USD,COP
67987985_C,Colombia,FGCD1445,CPT,USD,COP
67987985_C,Colombia,FGCD1445,FCA,USD,COP
67987985_C,Colombia,FGCD1445,DAP,USD,COP
67987986_C,Colombia,FGCD1445,CPT,USD,COP
67999049_C,Colombia,FGCD1445,FCA,USD,COP
67999051_C,Colombia,FGCD1445,FCA,USD,COP
68047_C,Brazil,FGCD1445,FCA,USD,BRL
68047_C,Brazil,FGCD1445,FCA,USD,BRL
680_C,Argentina,FGCD1445,DAP,ARS,USD
68112220_C,Colombia,FGCD1445,DAP,USD,COP
68112221_C,Colombia,FGCD1445,CPT,USD,COP
68112221_C,Colombia,FGCD1445,DAP,USD,COP
68112222_C,Colombia,FGCD1445,CPT,USD,COP
68112222_C,Colombia,FGCD1445,DAP,USD,COP
68112222_C,Colombia,FGCD1445,DAP,USD,COP
68112224_C,Colombia,FGCD1445,DAP,USD,COP
68112225_C,Colombia,FGCD1445,CPT,USD,COP
68112225_C,Colombia,FGCD1445,DAP,USD,COP
68112228_C,Colombia,FGCD1445,DAP,USD,COP
68114021_C,Brazil,FGCD1445,FCA,USD,BRL
68114021_C,Brazil,FGCD1445,DAP,USD,BRL
68116544_C,Brazil,FGCD1445,FCA,USD,BRL
68116548_C,Brazil,FGCD1445,FCA,USD,BRL
68116548_C,Brazil,FGCD1445,FCA,USD,BRL
68123070_C,Colombia,FGCD1445,FCA,USD,COP
68123070_C,Colombia,FGCD1445,DAP,USD,COP
68129550_C,Colombia,FGCD1445,DAP,USD,COP
68130535_C,Brazil,FGCD1445,FCA,USD,BRL
68130535_C,Brazil,FGCD1445,DAP,USD,BRL
68133439_C,Colombia,FGCD1445,FCA,USD,COP
68135168_C,Colombia,FGCD1445,FCA,USD,COP
68136405_C,Mexico,FGCD1445,DAP,EUR,USD
68141743_C,Colombia,FGCD1445,FCA,USD,COP
68141743_C,Colombia,FGCD1445,CPT,USD,COP
68141746_C,Colombia,FGCD1445,DAP,USD,COP
68144859_C,Colombia,FGCD1445,FCA,USD,COP
68144859_C,Colombia,FGCD1445,DAP,USD,COP
68145325_C,Colombia,FGCD1445,CPT,USD,COP
68146690_C,Brazil,FGCD1445,CPT,USD,BRL
68146690_C,Brazil,FGCD1445,DAP,USD,BRL
68147891_C,Colombia,FGCD1445,FCA,USD,COP
68147891_C,Colombia,FGCD1445,DAP,USD,COP
68149261_C,Colombia,FGCD1445,DAP,USD,COP
68154331_C,Colombia,FGCD1445,FCA,USD,COP
68154331_C,Colombia,FGCD1445,DAP,USD,COP
68154333_C,Colombia,FGCD1445,FCA,USD,COP
68154333_C,Colombia,FGCD1445,DAP,USD,COP
68154334_C,Colombia,FGCD1445,FCA,USD,COP
68154334_C,Colombia,FGCD1445,DAP,USD,COP
68158551_C,Brazil,FGCD1445,FCA,USD,BRL
68162405_C,Brazil,FGCD1445,DAP,USD,BRL
68162405_C,Argentina,FGCD1445,DAP,ARS,USD
68162406_C,Brazil,FGCD1445,DAP,USD,BRL
68164372_C,Colombia,FGCD1445,DAP,EUR,COP
68164372_C,Colombia,FGCD1445,DAP,USD,COP
68166752_C,Colombia,FGCD1445,CPT,USD,COP
68171716_C,Argentina,FGCD1445,FCA,ARS,USD
68173513_C,Colombia,FGCD1445,FCA,USD,COP
68173513_C,Colombia,FGCD1445,DAP,USD,COP
68174850_C,Brazil,FGCD1445,FCA,USD,BRL
68174850_C,Brazil,FGCD1445,DAP,USD,BRL
68174852_C,Brazil,FGCD1445,DAP,USD,BRL
68175784_C,Brazil,FGCD1445,FCA,USD,BRL
68178131_C,Brazil,FGCD1445,FCA,USD,BRL
68178132_C,Brazil,FGCD1445,FCA,USD,BRL
68181046_C,Colombia,FGCD1445,CPT,USD,COP
68182364_C,Colombia,FGCD1445,FCA,USD,COP
68182364_C,Colombia,FGCD1445,CPT,USD,COP
68201322_C,Colombia,FGCD1445,FCA,USD,COP
68206872_C,Colombia,FGCD1445,DAP,USD,COP
68208184_C,Colombia,FGCD1445,FCA,USD,COP
68208184_C,Colombia,FGCD1445,CPT,USD,COP
68213154_C,Brazil,FGCD1445,FCA,USD,BRL
68234571_C,Brazil,FGCD1445,CPT,USD,BRL
68234571_C,Brazil,FGCD1445,DAP,USD,BRL
68245771_C,Colombia,FGCD1445,DAP,USD,COP
68250596_C,Chile,FGCD1445,FCA,BRL,USD
68259424_C,Colombia,FGCD1445,FCA,USD,COP
68260972_C,Brazil,FGCD1445,FCA,USD,BRL
68260973_C,Brazil,FGCD1445,FCA,USD,BRL
68265751_C,Brazil,FGCD1445,DAP,USD,BRL
68269135_C,Colombia,FGCD1445,CPT,USD,COP
68269135_C,Colombia,FGCD1445,CPT,USD,COP
68283459_C,Colombia,FGCD1445,DAP,USD,COP
68285472_C,Colombia,FGCD1445,FCA,USD,COP
68285472_C,Colombia,FGCD1445,DAP,USD,COP
68297664_C,Colombia,FGCD1445,DAP,USD,COP
68297671_C,Colombia,FGCD1445,DAP,USD,COP
68302131_C,Colombia,FGCD1445,FCA,USD,COP
68302131_C,Colombia,FGCD1445,CPT,USD,COP
68333861_C,Brazil,FGCD1445,FCA,USD,BRL
68343210_C,Brazil,FGCD1445,DAP,USD,BRL
68364007_C,Brazil,FGCD1445,DAP,USD,BRL
68364010_C,Brazil,FGCD1445,DAP,USD,BRL
68364011_C,Brazil,FGCD1445,DAP,USD,BRL
68364012_C,Brazil,FGCD1445,DAP,USD,BRL
68368136_C,Colombia,FGCD1445,FCA,USD,COP
68368136_C,Colombia,FGCD1445,DAP,USD,COP
68369925_C,Colombia,FGCD1445,FCA,USD,COP
68369925_C,Colombia,FGCD1445,CPT,USD,COP
68381932_C,Brazil,FGCD1445,DAP,USD,BRL
68384683_C,Colombia,FGCD1445,FCA,USD,COP
68384683_C,Colombia,FGCD1445,DAP,USD,COP
68385581_C,Brazil,FGCD1445,DAP,EUR,BRL
68398036_C,Brazil,FGCD1445,FCA,USD,BRL
68403749_C,Brazil,FGCD1445,DAP,USD,BRL
68403750_C,Brazil,FGCD1445,DAP,USD,BRL
68409826_C,Brazil,FGCD1445,CPT,USD,BRL
68409826_C,Brazil,FGCD1445,DAP,USD,BRL
68409831_C,Brazil,FGCD1445,DAP,EUR,BRL
68427980_C,Colombia,FGCD1445,FCA,USD,COP
68428240_C,Brazil,FGCD1445,DAP,USD,BRL
68429429_C,Brazil,FGCD1445,FCA,USD,BRL
68429429_C,Brazil,FGCD1445,DAP,USD,BRL
68429429_C,Brazil,FGCD1445,FCA,USD,BRL
68429429_C,Brazil,FGCD1445,DAP,USD,BRL
68442049_C,Colombia,FGCD1445,FCA,USD,COP
68442049_C,Colombia,FGCD1445,DAP,USD,COP
68442928_C,Brazil,FGCD1445,CPT,USD,BRL
68443946_C,Colombia,FGCD1445,DAP,USD,COP
68449603_C,Colombia,FGCD1445,FCA,USD,COP
68452188_C,Colombia,FGCD1445,DAP,USD,COP
68469771_C,Bolivia,FGCD1445,CPT,USD,BOB
68478276_C,Colombia,FGCD1445,FCA,USD,COP
68478276_C,Colombia,FGCD1445,DAP,USD,COP
68481994_C,Colombia,FGCD1445,DAP,USD,COP
68499557_C,Colombia,FGCD1445,FCA,USD,COP
68507169_C,Colombia,FGCD1445,FCA,USD,COP
68507169_C,Colombia,FGCD1445,CPT,USD,COP
68510174_C,Colombia,FGCD1445,FCA,USD,COP
68510174_C,Colombia,FGCD1445,DAP,USD,COP
68512462_C,Brazil,FGCD1445,FCA,EUR,BRL
68512462_C,Brazil,FGCD1445,DAP,EUR,BRL
68552416_C,Chile,FGCD1445,CPT,USD,CLP
68591209_C,Brazil,FGCD1445,DAP,USD,BRL
68592051_C,Brazil,FGCD1445,DAP,USD,BRL
68598244_C,Brazil,FGCD1445,CPT,USD,BRL
68598244_C,Brazil,FGCD1445,FCA,USD,BRL
68621_C,Brazil,FGCD1445,FCA,USD,BRL
68626840_C,Brazil,FGCD1445,DAP,USD,BRL
68637_C,Brazil,FGCD1445,DAP,EUR,BRL
68658629_C,CostaRica,FGCD1445,DAP,USD,CRC
68671496_C,Brazil,FGCD1445,DAP,USD,BRL
68671496_C,Brazil,FGCD1445,DAP,USD,BRL
68673629_C,Brazil,FGCD1445,FCA,USD,BRL
68675090_C,Chile,FGCD1445,DAP,USD,CLP
68702564_C,Brazil,FGCD1445,FCA,USD,BRL
68720023_C,Brazil,FGCD1445,FCA,USD,BRL
68720024_C,Brazil,FGCD1445,FCA,USD,BRL
68720025_C,Brazil,FGCD1445,FCA,USD,BRL
68722157_C,Brazil,FGCD1445,FCA,USD,BRL
68733135_C,Brazil,FGCD1445,FCA,USD,BRL
68733135_C,Brazil,FGCD1445,DAP,USD,BRL
68747942_C,Brazil,FGCD1445,DAP,USD,BRL
68763787_C,Brazil,FGCD1445,FCA,USD,BRL
68775731_C,Colombia,FGCD1445,DAP,USD,COP
687_C,Brazil,FGCD1445,DAP,USD,BRL
68861_C,Brazil,FGCD1445,FCA,USD,BRL
68892_C,Colombia,FGCD1445,CPT,USD,COP
70476_C,Brazil,FGCD1445,DAP,USD,BRL
70476_C,Colombia,FGCD1445,DAP,USD,COP
71924_C,Brazil,FGCD1445,DAP,USD,BRL
71924_C,Brazil,FGCD1445,FCA,USD,BRL
71927_C,Colombia,FGCD1445,DAP,USD,COP
71929_C,Brazil,FGCD1445,FCA,USD,BRL
71929_C,Brazil,FGCD1445,CPT,USD,BRL
71929_C,Brazil,FGCD1445,DAP,USD,BRL
71929_C,Brazil,FGCD1445,DAP,USD,BRL
71929_C,Brazil,FGCD1445,DAP,USD,BRL
71929_C,Brazil,FGCD1445,DAP,USD,BRL
71929_C,Colombia,FGCD1445,DAP,USD,COP
72039_C,Brazil,FGCD1445,FCA,EUR,BRL
72039_C,Brazil,FGCD1445,FCA,USD,BRL
72039_C,Brazil,FGCD1445,DAP,USD,BRL
72039_C,Brazil,FGCD1445,FCA,USD,BRL
72671_C,Colombia,FGCD1445,FCA,USD,COP
73450_C,Brazil,FGCD1445,FCA,EUR,BRL
73661_C,Brazil,FGCD1445,DAP,USD,BRL
741_C,Colombia,FGCD1445,DAP,USD,COP
75430_C,Colombia,FGCD1445,DAP,USD,COP
75430_C,Colombia,FGCD1445,DAP,USD,COP
75431_C,Brazil,FGCD1445,FCA,USD,BRL
75450_C,Brazil,FGCD1445,FCA,EUR,BRL
75450_C,Brazil,FGCD1445,FCA,USD,BRL
75450_C,Brazil,FGCD1445,FCA,USD,BRL
75450_C,Colombia,FGCD1445,DAP,USD,COP
75450_C,Colombia,FGCD1445,DAP,USD,COP
75452_C,Brazil,FGCD1445,FCA,EUR,BRL
75452_C,Brazil,FGCD1445,FCA,USD,BRL
75666_C,Brazil,FGCD1445,DAP,USD,BRL
75666_C,Brazil,FGCD1445,FCA,USD,BRL
75666_C,Brazil,FGCD1445,DAP,USD,BRL
75666_C,Colombia,FGCD1445,DAP,USD,COP
758_C,Brazil,FGCD1445,FCA,USD,BRL
758_C,Colombia,FGCD1445,DAP,USD,COP
77004_C,Brazil,FGCD1445,FCA,USD,BRL
77019_C,Brazil,FGCD1445,FCA,USD,BRL
77338_C,Brazil,FGCD1445,FCA,USD,BRL
78615_C,Colombia,FGCD1445,DAP,USD,COP
800_C,Brazil,FGCD1445,FCA,USD,BRL
800_C,Brazil,FGCD1445,CPT,USD,BRL
800_C,Brazil,FGCD1445,DAP,USD,BRL
800_C,Brazil,FGCD1445,FCA,USD,BRL
800_C,Argentina,FGCD1445,DAP,ARS,USD
800_C,Brazil,FGCD1445,FCA,USD,BRL
800_C,Brazil,FGCD1445,DAP,USD,BRL
800_C,Colombia,FGCD1445,DAP,USD,COP
825_C,Argentina,FGCD1445,DAP,ARS,USD
83201322_C,Colombia,FGCD1445,DAP,USD,COP
83211_C,Brazil,FGCD1445,DAP,USD,BRL
83211_C,Argentina,FGCD1445,FCA,ARS,USD
83211_C,Chile,FGCD1445,DAP,USD,CLP
83211_C,Chile,FGCD1445,CPT,USD,CLP
83211_C,Argentina,FGCD1445,FCA,ARS,USD
83211_C,Colombia,FGCD1445,DAP,USD,COP
83215846_C,Mexico,FGCD1445,FCA,USD,MXN
83216092_C,Mexico,FGCD1445,FCA,USD,MXN
83219494_C,Mexico,FGCD1445,FCA,USD,MXN
83220463_C,Mexico,FGCD1445,FCA,USD,MXN
83241132_C,Brazil,FGCD1445,FCA,USD,BRL
83243015_C,Brazil,FGCD1445,FCA,USD,BRL
83247637_C,Colombia,FGCD1445,FCA,USD,COP
83247931_C,Mexico,FGCD1445,FCA,USD,MXN
83248436_C,Colombia,FGCD1445,DAP,USD,COP
83249597_C,Brazil,FGCD1445,DAP,EUR,BRL
83251607_C,Brazil,FGCD1445,FCA,USD,BRL
83255155_C,Brazil,FGCD1445,FCA,EUR,BRL
83255155_C,Brazil,FGCD1445,DAP,USD,BRL
83257052_C,Mexico,FGCD1445,FCA,USD,MXN
83257809_C,Argentina,FGCD1445,FCA,USD,ARS
83257810_C,Argentina,FGCD1445,FCA,USD,ARS
83257814_C,Argentina,FGCD1445,FCA,USD,ARS
83257815_C,Argentina,FGCD1445,FCA,USD,ARS
83259471_C,Mexico,FGCD1445,FCA,USD,MXN
83262833_C,Mexico,FGCD1445,FCA,USD,MXN
83263321_C,Brazil,FGCD1445,DAP,USD,BRL
83263321_C,Brazil,FGCD1445,DAP,USD,BRL
83263321_C,Chile,FGCD1445,DAP,USD,CLP
83266087_C,Brazil,FGCD1445,DAP,USD,BRL
83266092_C,Brazil,FGCD1445,DAP,EUR,BRL
83266092_C,Brazil,FGCD1445,DAP,USD,BRL
83277732_C,Brazil,FGCD1445,DAP,USD,BRL
83279395_C,Brazil,FGCD1445,DAP,USD,BRL
83282389_C,Brazil,FGCD1445,DAP,USD,BRL
83282392_C,Colombia,FGCD1445,DAP,USD,COP
83284300_C,Brazil,FGCD1445,FCA,USD,BRL
83284732_C,Colombia,FGCD1445,FCA,USD,COP
83284732_C,Colombia,FGCD1445,CPT,USD,COP
83290916_C,Colombia,FGCD1445,DAP,USD,COP
83290916_C,Colombia,FGCD1445,CPT,USD,COP
83290916_C,Colombia,FGCD1445,DAP,USD,COP
83291257_C,Brazil,FGCD1445,FCA,USD,BRL
83291257_C,Colombia,FGCD1445,DAP,USD,COP
83291257_C,Colombia,FGCD1445,CPT,USD,COP
83291257_C,Colombia,FGCD1445,DAP,USD,COP
83291663_C,Colombia,FGCD1445,FCA,USD,COP
83291663_C,Colombia,FGCD1445,DAP,USD,COP
83291663_C,Colombia,FGCD1445,FCA,USD,COP
83291663_C,Colombia,FGCD1445,DAP,USD,COP
83292785_C,Colombia,FGCD1445,CPT,USD,COP
83293470_C,Mexico,FGCD1445,FCA,USD,MXN
83295314_C,Colombia,FGCD1445,FCA,BRL,COP
83295314_C,Colombia,FGCD1445,FCA,USD,COP
83296209_C,Brazil,FGCD1445,DAP,USD,BRL
83296209_C,Argentina,FGCD1445,FCA,BRL,USD
83296212_C,Brazil,FGCD1445,FCA,USD,BRL
83296212_C,Brazil,FGCD1445,DAP,USD,BRL
83296212_C,Brazil,FGCD1445,DAP,USD,BRL
83296256_C,Brazil,FGCD1445,DAP,USD,BRL
83296256_C,Brazil,FGCD1445,FCA,USD,BRL
83296256_C,Brazil,FGCD1445,CPT,USD,BRL
83296256_C,Argentina,FGCD1445,FCA,ARS,USD
83296512_C,Brazil,FGCD1445,FCA,USD,BRL
83296760_C,Brazil,FGCD1445,FCA,USD,BRL
83296890_C,Brazil,FGCD1445,CPT,USD,BRL
83296890_C,Brazil,FGCD1445,DAP,USD,BRL
83298001_C,Colombia,FGCD1445,FCA,USD,COP
83298001_C,Colombia,FGCD1445,DAP,USD,COP
83298689_C,Mexico,FGCD1445,FCA,USD,MXN
83303818_C,Brazil,FGCD1445,DAP,USD,BRL
83303818_C,Brazil,FGCD1445,DAP,USD,BRL
83304958_C,Mexico,FGCD1445,FCA,USD,MXN
83305627_C,Brazil,FGCD1445,FCA,USD,BRL
83305627_C,Brazil,FGCD1445,FCA,USD,BRL
83305627_C,Colombia,FGCD1445,DAP,USD,COP
83305959_C,Mexico,FGCD1445,FCA,USD,MXN
83308018_C,Brazil,FGCD1445,DAP,EUR,BRL
83308018_C,Brazil,FGCD1445,DAP,EUR,BRL
83308018_C,Brazil,FGCD1445,DAP,USD,BRL
83310028_C,Colombia,FGCD1445,FCA,USD,COP
83310125_C,Brazil,FGCD1445,DAP,USD,BRL
83310125_C,Brazil,FGCD1445,FCA,USD,BRL
83310125_C,Brazil,FGCD1445,DAP,USD,BRL
83310125_C,Colombia,FGCD1445,DAP,EUR,COP
83310125_C,Colombia,FGCD1445,DAP,USD,COP
83310163_C,Colombia,FGCD1445,FCA,USD,COP
83313294_C,Mexico,FGCD1445,DAP,USD,MXN
83313296_C,Brazil,FGCD1445,DAP,USD,BRL
83313296_C,Argentina,FGCD1445,DAP,USD,ARS
83313296_C,Colombia,FGCD1445,DAP,USD,COP
83318064_C,Brazil,FGCD1445,FCA,USD,BRL
83319042_C,Chile,FGCD1445,DAP,USD,CLP
83319042_C,Chile,FGCD1445,CPT,EUR,CLP
83319042_C,Chile,FGCD1445,DAP,USD,CLP
83319481_C,Brazil,FGCD1445,DAP,USD,BRL
83319481_C,Argentina,FGCD1445,FCA,ARS,USD
83319481_C,Colombia,FGCD1445,DAP,USD,COP
83319890_C,Brazil,FGCD1445,FCA,USD,BRL
83320494_C,Brazil,FGCD1445,DAP,USD,BRL
83322897_C,Colombia,FGCD1445,CPT,USD,COP
83322897_C,Colombia,FGCD1445,DAP,USD,COP
83322949_C,Brazil,FGCD1445,FCA,USD,BRL
83322949_C,Colombia,FGCD1445,CPT,USD,COP
83322949_C,Colombia,FGCD1445,DAP,USD,COP
83322949_C,Colombia,FGCD1445,CPT,USD,COP
83322949_C,Colombia,FGCD1445,DAP,USD,COP
83324374_C,Brazil,FGCD1445,DAP,USD,BRL
83324396_C,Argentina,FGCD1445,DAP,BRL,ARS
83324396_C,Chile,FGCD1445,DAP,USD,CLP
83324396_C,Chile,FGCD1445,DAP,USD,CLP
83324396_C,Colombia,FGCD1445,DAP,USD,COP
83324443_C,Brazil,FGCD1445,DAP,USD,BRL
83324443_C,Bolivia,FGCD1445,DAP,USD,BOB
83324443_C,Brazil,FGCD1445,DAP,USD,BRL
83324443_C,Colombia,FGCD1445,DAP,USD,COP
83324443_C,Colombia,FGCD1445,DAP,USD,COP
83324515_C,Argentina,FGCD1445,FCA,ARS,USD
83324566_C,Colombia,FGCD1445,DAP,USD,COP
83324566_C,Colombia,FGCD1445,DAP,USD,COP
83324668_C,Chile,FGCD1445,FCA,EUR,CLP
83324668_C,Chile,FGCD1445,DAP,USD,CLP
83324669_C,Brazil,FGCD1445,FCA,USD,BRL
83324669_C,Brazil,FGCD1445,CPT,USD,BRL
83324669_C,Brazil,FGCD1445,DAP,USD,BRL
83324669_C,Brazil,FGCD1445,FCA,USD,BRL
83324669_C,Argentina,FGCD1445,CPT,BRL,USD
